,month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
,201910,37141,"pender, nc",316616.50,-0.0068,0.0433,306,0.0373,-0.0866,87,0.054545455,-0.17535545,100,0.3889,0.9231,8,-0.6,-0.6667,72,-0.0526,-0.2174,183,-0.0758,0.1366,138.1636711,0.0014,0.0859,2226.5,-0.0217,-0.0534,374058.3417,-0.0291,0.0888,489,-0.0081,-0.0141,0.598039216,-0.0731,0.1174,1
,201909,37141,"pender, nc",318800.00,0.0182,0.0576,295,-0.0514,-0.2625,82.5,0.071428571,-0.006024096,72,-0.1,1.25,20,-0.4444,4,76,-0.3214,0.3571,198,-0.0616,0.2222,137.9700215,0.0089,0.0695,2276,-0.0062,-0.0257,385269.0812,0.0075,0.1142,493,-0.0556,-0.1228,0.671186441,-0.0073,0.2662,1
,201908,37141,"pender, nc",313100.00,0.0266,0.052,311,-0.0158,-0.2321,77,0.140740741,0.184615385,80,-0.1667,-0.2857,36,3.5,0.8,112,0.75,-0.2,211,-0.0866,0.1921,136.7549358,0.0051,0.0684,2290.285714,0.0105,-0.0021,382407.5352,0.015,0.1201,522,-0.0457,-0.1031,0.678456592,-0.0526,0.2414,0
,201907,37141,"pender, nc",304992.00,0.017,0.0226,316,0.0327,-0.2217,67.5,-0.035714286,0.08,96,-0.1429,-0.2258,8,0,-0.7778,64,-0.1579,-0.4286,231,-0.087,0.2978,136.057536,0.0111,0.068,2266.5,-0.0046,-0.0283,376766.402,0.0199,0.1059,547,-0.0215,-0.0634,0.731012658,-0.0958,0.2926,0
,201906,37141,"pender, nc",299900.00,-0.0317,0,306,0.0408,-0.1282,70,-0.027777778,0.044776119,112,0.2174,-0.1515,8,1,-0.5,76,0.1176,-0.2692,253,0.0243,0.1991,134.5578812,-0.011,0.0455,2277,-0.0115,-0.0151,369432.6801,0.0087,0.099,559,0.0333,-0.0053,0.826797386,-0.0133,0.2257,0
,201905,37141,"pender, nc",309709.50,0.0171,0.0324,294,-0.0101,-0.0329,72,0.043478261,0.014084507,92,-0.2813,0,4,-0.5,-0.5,68,0.1333,-0.4138,247,0.0041,0.0693,136.0524325,0.0213,0.0429,2303.5,0.0031,-0.0035,366243.5472,0.0275,0.0915,541,-0.0037,0.0112,0.840136054,0.0119,0.0803,0
,201904,37141,"pender, nc",304515.79,-0.0024,0.0413,297,0.0313,-0.045,69,-0.178571429,-0.086092715,128,0.1034,0.28,8,,-0.5,60,-0.0625,-0.4,246,0.1081,0.1284,133.2085889,0.0144,0.0285,2296.428571,-0.0056,0.0179,356426.5048,0.0283,0.0648,543,0.0647,0.0265,0.828282828,0.0574,0.1273,0
,201903,37141,"pender, nc",305246.29,0.0194,0.0247,288,0.0397,-0.1056,84,-0.151515152,0.090909091,116,0.381,0.2609,0,-1,-1,64,-0.0588,-0.3333,222,0.1443,0.11,131.3152409,0.0139,0.0226,2309.428571,0.0019,0.0138,346600.9695,0.0317,0.0268,510,0.0828,-0.023,0.770833333,0.0705,0.1497,0
,201902,37141,"pender, nc",299437.00,-0.0015,-0.0017,277,0.0073,-0.115,99,-0.181818182,-0.083333333,84,0.2353,-0.0455,16,1,1,68,0.1333,-0.2273,194,0.2763,0.1687,129.5204216,0.0075,0.0219,2305,-0.0143,-0.0084,335950.4229,0.0035,-0.0045,471,0.103,-0.0167,0.700361011,0.1476,0.17,0
,201901,37141,"pender, nc",299900.00,-0.0085,0.003,275,-0.1158,-0.1214,121,-0.024193548,0.07079646,68,0.5455,0.1333,8,1,1,60,-0.2105,0.3636,152,0.0133,0.0857,128.5563101,0.0121,0.0115,2338.5,-0.0074,0.0024,334764.3633,0.0146,-0.0254,427,-0.0738,-0.0574,0.552727273,0.0704,0.1054,0
,201812,37141,"pender, nc",302475.00,-0.0258,0.015,311,-0.0064,-0.0127,124,0.055319149,0.068965517,44,-0.45,0,4,-0.8,-0.5,76,-0.1739,-0.05,150,-0.1279,0.0638,127.0207852,-0.0017,-0.0082,2356,-0.0159,0.0471,329961.881,-0.045,-0.0306,461,-0.0495,0.011,0.482315113,-0.0672,0.0347,0
,201811,37141,"pender, nc",310500.00,0.0231,0.0474,313,-0.0657,-0.0486,117.5,0.113744076,0.108490566,80,0.5385,0.1111,20,-0.1667,0.25,92,0,0,172,0.0683,0.0238,127.2380144,0,-0.0081,2394,0.0179,0.0616,345514.5814,0.0057,-0.0119,485,-0.0222,-0.0241,0.549520767,0.0689,0.0389,0
,201810,37141,"pender, nc",303480.00,0.0068,0.0342,335,-0.1625,-0.029,105.5,0.271084337,0.104712042,52,0.625,-0.2353,24,5,2,92,0.6429,-0.08,161,-0.0062,-0.0529,127.2380144,-0.0137,-8.00E-04,2352,0.0068,0.0184,343547.5432,-0.0065,-0.0129,496,-0.1174,-0.0369,0.480597015,0.0756,-0.0122,0
,201809,37141,"pender, nc",301440.00,0.0128,0.0119,400,-0.0123,0.1461,83,0.276923077,-0.087912088,32,-0.7143,-0.5294,4,-0.8,-0.5,56,-0.6,-0.3636,162,-0.0847,-0.0357,129,0.0078,0.0333,2336,0.0179,-0.0017,345792.2774,0.0129,-0.0224,562,-0.0344,0.087,0.405,-0.032,-0.0764,0
,201808,37141,"pender, nc",297625.00,-0.0021,0.0065,405,-0.0025,0.0887,65,0.04,-0.230769231,112,-0.0968,0.3333,20,-0.4444,-0.2857,140,0.25,-0.0278,177,-0.0056,0,128.0002759,0.0048,0.0202,2295,-0.0161,-0.0169,341399.11,0.0021,-0.0474,582,-0.0034,0.0601,0.437037037,-0.0014,-0.0388,0
,201807,37141,"pender, nc",298250.00,-0.0055,0.0114,406,0.1567,0.1093,62.5,-0.067164179,-0.255952381,124,-0.0606,0.4762,36,1.25,0.8,112,0.0769,-0.0968,178,-0.1564,-0.0918,127.3929329,-0.0102,-0.0109,2332.5,0.0089,-0.0074,340697.3163,0.0135,-0.0784,584,0.0391,0.0391,0.438423645,-0.1627,-0.0971,0
,201806,37141,"pender, nc",299900.00,-3.00E-04,0.0345,351,0.1546,-0.064,67,-0.056338028,-0.1625,132,0.4348,0.5714,16,1,-0.2,104,-0.1034,-0.1613,211,-0.0866,-0.1245,128.7012411,-0.0134,0.0084,2312,2.00E-04,9.00E-04,336152.6864,0.0018,-0.0736,562,0.0505,-0.0877,0.601139601,-0.1587,-0.0415,0
,201805,37141,"pender, nc",299980.00,0.0257,0.007,304,-0.0225,-0.1694,71,-0.059602649,-0.034013605,92,-0.08,-0.2333,8,-0.5,-0.6667,116,0.16,-0.0645,231,0.0596,-0.0977,130.4523647,0.0073,0.0244,2311.5,0.0246,-0.0084,335547.9762,0.0024,-0.0803,535,0.0113,-0.1399,0.759868421,0.0589,0.0604,0
,201804,37141,"pender, nc",292450.00,-0.0183,-0.0086,311,-0.0342,-0.164,75.5,-0.019480519,0.034246575,100,0.087,0.1905,16,0,-0.2,100,0.0417,-0.1379,218,0.09,-0.1029,129.5121392,0.0086,0.0245,2256,-0.0097,-0.0359,334748.847,-0.0084,-0.0655,529,0.0134,-0.1398,0.70096463,0.0798,0.0477,0
,201803,37141,"pender, nc",297900.00,-0.0068,0.0286,322,0.0288,-0.1105,77,-0.287037037,-0.06097561,92,0.0455,-0.1786,16,1,0,96,0.0909,0.1429,200,0.2048,-0.0783,128.4139555,0.0132,0.0293,2278,-0.02,-0.0158,337570.1232,3.00E-04,-0.0315,522,0.0898,-0.0984,0.621118012,0.0908,0.0217,0
,201802,37141,"pender, nc",299949.50,0.0032,0.0528,313,0,-0.1208,108,-0.044247788,0.064039409,88,0.4667,-0.0435,8,1,-0.3333,88,1,0.1579,166,0.1857,-0.1354,126.7412621,-0.0028,0.0335,2324.5,-0.0036,0.0052,337479.3116,-0.0175,-0.0209,479,0.0574,-0.1259,0.530351438,0.0831,-0.009,0
,201801,37141,"pender, nc",299000.00,0.0034,0.0777,313,-0.0063,-0.1232,113,-0.025862069,-0.096,60,0.3636,-0.2857,4,-0.5,-0.6667,44,-0.45,-0.5,140,-0.0071,-0.1813,127.0998672,-0.0076,0.0419,2333,0.0369,0.0097,343476.7754,0.0091,0.0645,453,-0.0066,-0.142,0.447284345,-3.00E-04,-0.0317,0
,201712,37141,"pender, nc",298000.00,0.0052,0.0647,315,-0.0426,-0.1645,116,0.094339623,-0.09375,44,-0.3889,-0.1538,8,-0.5,-0.3333,80,-0.1304,1.8571,141,-0.1607,-0.221,128.0687398,-0.0016,0.0463,2250,-0.0022,-0.0251,340368.5291,-0.0266,-0.0119,456,-0.0825,-0.1828,0.447619048,-0.063,-0.0325,0
,201711,37141,"pender, nc",296450.00,0.0102,0.0724,329,-0.0464,-0.1936,106,0.109947644,-0.053571429,72,0.0588,0.6364,16,1,1,92,-0.08,0.2105,168,-0.0118,-0.1204,128.2774827,0.0074,0.0456,2255,-0.0236,-0.0174,349685.1602,0.0048,0.0206,497,-0.035,-0.1703,0.510638298,0.0179,0.0425,0
,201710,37141,"pender, nc",293450.00,-0.0149,0.0671,345,-0.0115,-0.2247,95.5,0.049450549,-0.054455446,68,0,0.0625,8,0,1,100,0.1364,0.3158,170,0.0119,-0.2273,127.3346943,0.0199,0.0342,2309.5,-0.013,0.0233,348022.2994,-0.0161,0.0324,515,-0.0039,-0.2256,0.492753623,0.0114,-0.0016,0
,201709,37141,"pender, nc",297900.00,0.0074,0.4186,349,-0.0618,-0.5359,91,0.076923077,-0.2890625,68,-0.1905,-0.3704,8,-0.7143,0,88,-0.3889,-0.1538,168,-0.0508,-0.3731,124.8479935,-0.0049,0.0116,2340,0.0024,0.0232,353711.2821,-0.0131,0.2991,517,-0.0583,-0.4931,0.481375358,0.0056,0.125,1
,201708,37141,"pender, nc",295700.00,0.0027,0.0859,372,0.0164,-0.1948,84.5,0.005952381,0,84,0,-0.125,28,0.4,6,144,0.1613,0.8,177,-0.0969,-0.2716,125.4687296,-0.0258,0.0153,2334.5,-0.0066,0.0185,358401.4638,-0.0305,0.0597,549,-0.0231,-0.2213,0.475806452,-0.0597,-0.0502,0
,201707,37141,"pender, nc",294900.00,0.0172,0.0926,366,-0.024,-0.2179,84,0.05,0.150684932,84,0,-0.0455,20,0,1.5,124,0,0.3478,196,-0.1867,-0.2191,128.7923417,0.0091,0.0487,2350,0.0173,0.0235,369670.581,0.0188,0.1204,562,-0.0877,-0.2184,0.535519126,-0.1071,-8.00E-04,0
,201706,37141,"pender, nc",289900.00,,,375,,,80,,,84,,,20,,,124,,,241,,,127.6263369,,,2310,,,362850.4287,,,616,,,0.642666667,,,0
,201705,37141,"pender, nc",297900.00,,,366,,,73.5,,,120,,,24,,,124,,,256,,,127.3505376,,,2331,,,364844.2541,,,622,,,0.699453552,,,0
,201704,37141,"pender, nc",295000.00,,,372,,,73,,,84,,,20,,,116,,,243,,,126.4089595,,,2340,,,358228.7887,,,615,,,0.653225806,,,0
,201703,37141,"pender, nc",289626.00,,,362,,,82,,,112,,,16,,,84,,,217,,,124.7614245,,,2314.5,,,348544.793,,,579,,,0.599447514,,,0
,201702,37141,"pender, nc",284900.00,,,356,,,101.5,,,92,,,12,,,76,,,192,,,122.6294952,,,2312.5,,,344668.697,,,548,,,0.539325843,,,0
,201701,37141,"pender, nc",277450.00,,,357,,,125,,,84,,,12,,,88,,,171,,,121.9859848,,,2310.5,,,322657.9779,,,528,,,0.478991597,,,0
,201612,37141,"pender, nc",279900.00,,,377,,,128,,,52,,,12,,,28,,,181,,,122.4018476,,,2308,,,344482.2103,,,558,,,0.480106101,,,0
,201611,37141,"pender, nc",276436.50,,,408,,,112,,,44,,,8,,,76,,,191,,,122.681525,,,2295,,,342627.9924,,,599,,,0.468137255,,,0
,201610,37141,"pender, nc",275000.00,,,445,,,101,,,64,,,4,,,76,,,220,,,123.1294994,,,2257,,,337094.243,,,665,,,0.494382022,,,0
,201609,37141,"pender, nc",210000.00,,,752,,,128,,,108,,,8,,,104,,,268,,,123.421857,,,2287,,,272264.1184,,,1020,,,0.356382979,,,0
,201608,37141,"pender, nc",272310.00,,,462,,,84.5,,,96,,,4,,,80,,,243,,,123.5727136,,,2292,,,338214.0094,,,705,,,0.525974026,,,0
,201607,37141,"pender, nc",269900.00,,,468,,,73,,,88,,,8,,,92,,,251,,,122.8070175,,,2296,,,329936.2159,,,719,,,0.536324786,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
